<PARSED TEXT FOR SHEET: 1 / 1 TABS
TAB NAME: bossbase_split_manifest_v4.csv>
index,image,split,rank_hash
508,509.pgm,fit,514f87fb3bc37dd60bafb19dac5a80816e819648921f91cdf327374d0ecec019
509,510.pgm,holdout,b2a2392f05fddefe02ebd11f98500eb22e0b9c52f4d59e9f7a64628f400fcb37
510,511.pgm,holdout,83c0a4ec41cf8b6e512d01466413e52cf15eb362a52231790ef431304ec46178
511,512.pgm,holdout,ebffd2a49249016d9ca9165298995d8ea5cfb4a2ab87788b9506fdbb0e54c40b
512,513.pgm,fit,4686ae7cc7aede77bcee0f6fe6b01a0cc28df081877a603dd4ab55fb006914a9
513,514.pgm,holdout,886b02b4d236c3f6c6a83c2682d6deca873424eaac3d74b78755daebeac2c9fd
514,515.pgm,holdout,dedb05d12c9bfbc30b98cb6fe77f72b1490430e1ba759f4f976ee7862e17d671
515,516.pgm,fit,4879cfbb98babcdc7db8fe56670c4a3706917aee5637ea9f11e28d2cca8f3b9f
516,517.pgm,holdout,cd86e764cda11e3bd0bceb00a27a10f17b1f800a9cfe49a8fef5bdefbcbf252e
517,518.pgm,fit,05b697ebbd701c93796044cc6fa18014c68514bdd666eea4c812c567ea2beaca
518,519.pgm,calibration,5bf372d795585d80957b9bbeb172bdff5fa53631eecd834d051d52fbe76db840
519,520.pgm,holdout,f32e757c5ec41adf7fee12560304ee3929414302a29442e6efd830510eb1423b
520,521.pgm,holdout,c81b167c2d1b1e8848f322dede9c567ebeb0f3b7ca153437be36763bd5924843
521,522.pgm,holdout,be6896fe959de7a77c4c0ec5374ef35f47759dea43e57038ba5c563c946fe6eb
522,523.pgm,holdout,9d45d137a8bd18ff928a8be017f8ed29cd86d3f9fafcbc4af4645d20645916ed
523,524.pgm,calibration,5ad4ec6598cc87033f157198228dc0d4e6219642c85041a5a44db8a5542762c8
524,525.pgm,holdout,b548fd2ed2d829597a0f55a757512d9e8cd4c9920fbf22ff1b4f694efbcc7a70
525,526.pgm,fit,46272aa00b718fc31af88c3d10a03f428dad2309a3bec341c869fb21f461f12b
526,527.pgm,holdout,d6bbba646a332d52ae82484ed5454e73b20d5a43d0099d3d5aa3fdd2c6c79a31
527,528.pgm,fit,200ed81fe8546f35bf206bf6e3fc13f87287a6baa0804e94a3c114b4df05b529
528,529.pgm,holdout,9597635d4f5fdfd2f9d62a19439abe901eda4e02525b1a20843fef240d026ca7
529,530.pgm,holdout,a67b4e1f7480355d14c9e6d2e2f5ff603cda7c35618e30b444ecaf4a49516190
530,531.pgm,calibration,6c5b4f0e89bef599797983ed15c4db2f29f72d8ecfd11039ccb36cdc854b4afa
531,532.pgm,holdout,9c65158c63876625ab3338e6204208f698122537f1d1a8c5130150fc78a7f116
532,533.pgm,fit,2fdc1c9095a79f23ea096506d128e5cff3032d9279336eda32d3644c67a096f3
533,534.pgm,holdout,afee85aa6c3a2dcbe4e50414410022745b4ccd2697e2b948da19452ab560b1ef
534,535.pgm,calibration,78544a424caf8db075d6d0953d8d6658d736d71b12557ffbfbe2049806710956
535,536.pgm,holdout,b1b04473c9a3cdf2a02006c782600a47fb5537681468e808fd7b132674d73455
536,537.pgm,fit,490d5df073b04f5b25f8916df71f875b4311bedc19253f6af4d16e549c7f238d
537,538.pgm,fit,38408d71cdba39e28cdb603d3de5ae8027268843cf5dce932a6d0d298dd58055
538,539.pgm,fit,4278d1814d223ea80f0ca6b55f21be42484221f3a40b42a3462893ea082b86c3
539,540.pgm,fit,44d1bc46058fe677e137d63c20b8f281f33201d47a318a2c57151288caa18694
540,541.pgm,holdout,f67786228e276ce560feb8856ed55ac58f1c890c9c3020a5e16a6f22fb3f634d
541,542.pgm,fit,0df84c02d0cc3ac39318461a452fb4de192208c79785e0ec4cbc7d5a3235fba6
542,543.pgm,holdout,f7070357828be3138c2a7dfa7cc5aa5499e0522bd3ff74ad3263168b0b0532bf
543,544.pgm,holdout,f3a8e263ab02b500fa7be01446eb5cdece1138e932b74fdae6015263ebbd4f02
544,545.pgm,holdout,f5c26139160b5214537eb5db8a23ada1d97e9092fe5fa0f36155a586c38d263b
545,546.pgm,calibration,6e685d76ddb24b7a9f35b8694c8ddad19164fc4205034d34afca6ed09bede182
546,547.pgm,holdout,f93a1980975d7185cd3da35a8c9c5bf160473eb6316a5a5be0d79de5192125ff
547,548.pgm,calibration,790c943e16baacc88b0caf8eb345664d72043714926336420c9a104ec41ff3d7
548,549.pgm,holdout,c57fa8ddb64266df158c72ecf48e59e8257665065c39a82f0a18481025cecb20
549,550.pgm,fit,198c8476a1c59f1fc19dbe4e68219a7c3bd93572a0de6c64be7f3905e656ad8e
550,551.pgm,holdout,a5b7998ee5cdea882d6a742e3f3448c852d9c9e35bcaade168a87288b2575e00
551,552.pgm,holdout,aab115570dce59b029216e91fbf1c0b9486e7c21300584fbe1bbe575edcdc830
552,553.pgm,holdout,8f2df41530b30c248ea607082001c993cf15a51c708307b4e8f0d9625b1ad31f
553,554.pgm,holdout,923b5a56456d5952fee496406eedb08a755e44db11c24c94a964e0983d801eb0
554,555.pgm,holdout,e8c64bccfe0c93b7c4c8173085008498446c771e92cd4acb9130eb6fc1d3e59c
555,556.pgm,fit,1692482e12f1319dc692cd1da2300e06b22934679eaa96e1a9fa1e5976514852
556,557.pgm,calibration,7051190299a504594b15db155b2214e9a8588916a97e2412c72969c0bd4fef52
557,558.pgm,holdout,9e1f1d2d8771bf1b0102d879884220a969ef328a1e543233c2c55ed74419b12c
558,559.pgm,holdout,9004f60f12037d7f6bf43195745c10503b3c220548ac8978d1f28e3d8e723b11
559,560.pgm,holdout,cedbca90bc5bdfa733de1de787e930991d4ff961a8e6d4223f851f9ab7bc7dcf
560,561.pgm,holdout,b9f7f0f031a2a32ab1119a0692c291f03de7735a4e9dff587c89ed4885a387ac
561,562.pgm,fit,4c804b9e6da78eea2f9bf4a083f3bd712dad71b0529bd039b0a7be59ad098c50
562,563.pgm,holdout,e5d162fcfe42414d95a6fdda4786c867b0043520d48c391950725f4e8aadd8a5
563,564.pgm,holdout,f67de69e47637c153d222da5baa8110595b5bc68d41296d349dea4d679887da3
564,565.pgm,fit,2c6df4e7e5f47a1c8eb53540c552a297847960959954e285b4685f8554998b1f
565,566.pgm,holdout,bbf2d6d5b0c037218211b51e26f695f3cb35f4f8dc8292491ba0a1b3d2b810db
566,567.pgm,fit,288359b696637c6142e75215b547a626a2ef14b10dea26dea0ec578e4e4f145e
567,568.pgm,fit,1890c0ed8dc304b1903f51965bd8ad24519d3391799b42d4261ea674fec04883
568,569.pgm,holdout,9ba209c932a2dd0dc68e6489a6941e1b8cbaf67eac2cf211ba2d6db054bfa722
569,570.pgm,fit,2836ac83962600df8a24e5169ca58366e9d2d3dfde738cc894d9dc7996c6c8a4
570,571.pgm,holdout,d7db1d716b83327ef218c434c11a283215949323d7e15b246fa3dd9eaab7db4e
571,572.pgm,holdout,85b5df018603bfe659acada56ddc470d01830762b45c6ec9aabf858879cd6de5
572,573.pgm,fit,08a4aa20ae6b5a9a4e97c91cf644975000e16cc2eee862024febfbbed967f1e0
573,574.pgm,fit,318a502c77a95bc10533d80347bf454304fac42d0c4b6c01a1025af16d4ce214
574,575.pgm,fit,0cf44ea822936c78fafd62cc82b8a352ea6100cd830fff36638a1140478a9271
575,576.pgm,fit,3678c6633f6c3dbc50a475cb63340e28a24aae21f523a3ff7aa8223246d17b33
576,577.pgm,holdout,fff0528e0b26c662432dbfbaace900e2f063b210fab89eebb4e89211d45d951d
577,578.pgm,calibration,5c8156cfb7e66ebfa46a1afcb7b818f278346571887b381dd6cc3197f5e04e01
578,579.pgm,fit,32b0cbcbf668e7d3a928f189048a4f4d93b17e909342046d2e9b01479add68aa
579,580.pgm,calibration,5a3862fc1fa76a568fdbbe4d60b17c57bee005e00fa40c0a483ce350261bcaa6
580,581.pgm,holdout,fd3fd2acdb5e1e76c5ef2b35af0e1e26e37747a4a14c2653e621887db9675b41
581,582.pgm,fit,118218e79969dd442af6bd69bfd054b534a34204fd239fbf546942ab8af1e5f3
582,583.pgm,fit,265254699c45de260f391c3947983ec91cfff9168825df58a003eee96521d2fd
583,584.pgm,holdout,bd6fee02b5b2fee79bd4d540a7055856f6acee348a1813f148968999307f1c60
584,585.pgm,holdout,d7830a4e05cc55a513bd9a6b88af71c767610869c696d9780b9cd712e687cff4
585,586.pgm,holdout,8da8f803a265c593efe9bfb3bb1ee79d3539323a3337ae772ca195c49cd6fb29
586,587.pgm,holdout,afb2ad56f764aace9494aa682521a89b54eb99c2a5e6bbcefab0fbe2bfce6bd3
587,588.pgm,fit,4ba78de05b12e667dca5b81a6efa4578161b203e7218a28bca8a0579c96d8e1a
588,589.pgm,holdout,c5b4f563813b448c40798fbb4b26265c64d06bf84d10363c8e064a810cfc54a8
589,590.pgm,fit,34d9aee93f29091276eb6b5a1dfbbedfc352710ad70f785139026045d3424edd
590,591.pgm,fit,3204ce92160513ab49f75948422ebe062b234084212f50eaeaa3215d9c20380e
591,592.pgm,fit,22a0c58634adac48406def1f3b13fd4214a1fde6d95235e7d17b9bea9e7066a7
592,593.pgm,calibration,665f378debd4af9bb5b4845365b6c7758cd7c914485c6bafb45b5e370d77e596
593,594.pgm,holdout,a81e2511df4d1ea5b7217e91d270e72cd53ca1e74fbcb063a8a05316b809b185
594,595.pgm,holdout,d79e9c14e48fda9dc1a10ec08c49a8c396a32844b771b5e7c52dcfddc86d56f4
595,596.pgm,fit,070555ff0bf5433513f292c496f00bb986677f4dc49e93be3f9ab46285c825f3
596,597.pgm,fit,47dc65496445dd6e900ac16a1408718253da8c6e7ae484ce84031dd42063d699
597,598.pgm,holdout,af2dda79a4bcdc3bd38d5987032840a634ab1cb7fd843434417994824d004e08
598,599.pgm,fit,185bbd5af111bef90ff141e7b1a0cf40ada55e1179290026a640683740b9d4ee
599,600.pgm,fit,05b13ed87755d1966cc44cadb9e61577a2b2ce40448a25b6b68d31efe50bedef
600,601.pgm,calibration,7310a6cf68a648bf984fa26e92ef2500870f93d26b59b659d34e1db9014e859b
601,602.pgm,holdout,c92746f16d98206dc375cd590930e03af7031cc0e8a3a88313ed3be5f0e24e0e
602,603.pgm,holdout,fe12f1efb10bad9e9cd24595bdc40fe1868aac24d9df67be5db0dfb2b312da0a
603,604.pgm,holdout,c2cbab794d2f255dadad3f819f15b149b7d8e5955e83e1202e9928f49f0e3a7e
604,605.pgm,holdout,b16c2047725f360898ee4f03dff9707058c6f65c0056b944d53e8c1cbb15b90b
605,606.pgm,holdout,b2fbbbfff7786a83b557b4a06617e2ebcfadfac6b251f376e18d318e82932c7a
606,607.pgm,fit,077988f79286585b4b28adbbaac67ad0b62279b4efcd392f1f841a1561598997
607,608.pgm,fit,39706909b554845f2508866c5fa446968aa95b91a09e42a9eac4f7ba370ea67d
608,609.pgm,fit,22a87e55f3d0c13de4017a50ab769b1d81d24deeffa0df0daf314a60d630f47a
609,610.pgm,calibration,7fee66c6308c8123736bebcb3b4bf4de33f870482f119531aade87dc088a3a2e
610,611.pgm,holdout,94289b75099cb58fe6a687177b19db4a50c03888a00720c6e52e2cb783137792
611,612.pgm,fit,24ca32144c8625369875560c0c5a0b984b1ba23714787541c21db8bafa8cdfe6
612,613.pgm,calibration,7d10de7b142eb529da8baa34e2b7a3833d0f64fe6294e2371ca0871671d579c2
613,614.pgm,calibration,5cadb4ac47e83d524bb44010ae00ba847f924dff47f50ff7bf3afc583f7ab811
614,615.pgm,fit,2289cca7d78a8add2516a150d1a9c7668d53d12a1577e4dab21abdad2134f9d7
615,616.pgm,calibration,646d07e7dacfacd796790c1e3a17d8491e6988d7f7713cf611ce7b96eb83acc3
616,617.pgm,fit,45f5abeee5dc21faff97e65058bd98d8ba1e2f6680177ed664b19cf4fec73f76
617,618.pgm,calibration,5ff2b0015b15a9967a0e0fc72f19fd727a2b26c1a69538fb4fa227bff3e19c71
618,619.pgm,fit,08a2ae9a0b20e5335bece4a03269e2b7f3f566adc33e134bc05e7675e34b3aec
619,620.pgm,fit,3d13f1c0bdb84f82f9f71099a6324645d73e8c4cd1d204dad55e3e7a34a8b10a
620,621.pgm,holdout,afc0b8ba09ffbe36b3ef134f1f223f248127255053354ac089310db6f6cb88ae
621,622.pgm,holdout,e7fb242b808667a75c4420eb187d4f697e95374ab017deece2001009169e2b42
622,623.pgm,holdout,bcee06abfb3543735d5b8f3e05d9b3ae48deaeacba339942e6fbe20eb55f3e24
623,624.pgm,calibration,7ab2278e189999dc2ea153bc0cdcf3591302351276921ad6beaca9f060fdfdf1
624,625.pgm,holdout,c05717a88e9431133183df43e6d22b364fbd6c032c26ad9fe64fff5e858afae7
625,626.pgm,fit,53c35e40d568f24a970e1b0404fda30d710c368225917c935587d5936b2ad74c
626,627.pgm,holdout,c9f65d1e7df1be0ecb0b05c00ae9f9aa0ee39b4ef9c0fb823b8222cd4913c472
627,628.pgm,holdout,ca93b49e4d3f9f6d2bfc88791d0bef95170205b7a973dba266ffe61c4bd04ccc
628,629.pgm,calibration,75e7bffa2bab1aaccf78dc44c5f430e7bc860365d7b0087e8edbac5f1c935d56
629,630.pgm,fit,125e18d54d3618237e2928725e68e95ca4659ab1a25d022650bd04b0a0a0bb6c
630,631.pgm,calibration,69525c00886041ca9c1c093ebff29097ae339dc7319ee5b732a26d30d8abcd96
631,632.pgm,holdout,8e2d5889d0b4eca8cca60c7d1040bca4820fcb447b31a998e9e264ce09528bb4
632,633.pgm,holdout,937a36b6733b9a5a8b80911ec48546602a4736588868df82a9f91a3e262ab2cc
633,634.pgm,calibration,7e5b83ad0fca6288314b17b07fc9d4394b848679908d72077d37ae73dd933543
634,635.pgm,fit,0c1545b92630c6ddc3be3752a721ac5602899b85ddb9470527660ecc5f825b8b
635,636.pgm,holdout,f2e5ac77ff11e096abec3c86f30c710823c1874482b679eb8a7e7fe982e534bf
636,637.pgm,holdout,d100eee10a50adaba05af67df8016d904cb96b87cbb4955ca32f70f152e9c9bb
637,638.pgm,fit,0150de74f811360e71eaefb9a1403607b893bfb97bb211f6ce872f9fa1947d68
638,639.pgm,calibration,7ddcdf8023bef2ae0d159bf586b2a1afea4585147e3be41a7aaf89fa7d31709b
639,640.pgm,fit,40c7f32108b7f2b21bf233d2fbca2e56ec8628a125beaebc983ffb07db2aa645
640,641.pgm,calibration,7c455c6e3b01c5c8c0da02ab113439201e7aafc343bf39e3ab6e71ac0a067b02
641,642.pgm,holdout,9e0448d57f288697e7897d5a6fe91dd65cf62cab08c4364636468130763fb1e2
642,643.pgm,calibration,80130a888a6a8c90fddbcb27f41ef4d0ee836ba1e4cd4c6618b72f9c5d2934b2
643,644.pgm,fit,1272aca1eec4bd3bbd5474267942347a900f3ca165b0f4c750b4eed994e481a0
644,645.pgm,calibration,729555379e14fee269f7d76d2b3325dcefc7bfd38e11db5fefa098e624628181
645,646.pgm,fit,21b9bfed250959231cdc35880036634372124bd05954ae1ea75e516171cc3fb1
646,647.pgm,fit,456efff3adbcf03b00e88c6f0d06768d932551729517cb43bf87979f6856a605
647,648.pgm,calibration,65fd867df254bf8cc6ed4d0be7824c7fad23c9354ea26efd0787d23e2a237258
648,649.pgm,holdout,acf8a789a3a96a768c8f45d1485f0a2ed9d5a618c59caa392f8e3265ea270df4
649,650.pgm,calibration,64c2b9d7731edab04089cdeb03cabfd81b17c6011663e071e72fb91d564d16bd
650,651.pgm,holdout,a10e1335ef507da8a592375a8af4c53f4c0700096abc63b4a4bd3af91cabbace
651,652.pgm,holdout,d6995e36f19b8cca0e59e3709fb7a394dc57b4e2de2b50c0357eac17e92da391
652,653.pgm,calibration,798be3b53f17d290748868c857218f8493bb98df2aae1344cebb02d74c2db72f
653,654.pgm,holdout,f6bd1bbaf1b4a333b4db69edcd4c768480ad702b3fc90b9b9e6b900876a5977a
654,655.pgm,holdout,97869b8b68eef865ec17912937791d65466aaa4efe02cfed6c12fce4ecbbc390
655,656.pgm,holdout,beaa14b1dac8438e609485945b7fdd97d5fca036ffc49734f15a29e71536c922
656,657.pgm,holdout,cbb3ebdef1ffd543bab00a986d2c0da13c471c82cda88344b86e467adfba8a01
657,658.pgm,fit,2bb5e9c9513e0d0ee36df816e7d0114c81b8dd62e5bb7c000228519ccfe3b505
658,659.pgm,fit,1e1ca38bc17fc67dafdb435217aa1f25c6dd914d7f577283d658f08fa857ba7e
659,660.pgm,holdout,fb9c6c66fe857093b052ef254e35e32439970bca03d0728f65a9971aa9ba6bc4
660,661.pgm,holdout,b7d1d53ad23c12711ff40ca23f2d9fb0d9ed03f78e60471cf6c16dab921f0ccd
661,662.pgm,holdout,8ece45867452fa865c4b842926c1fe7f7cddd5e2fba8930678d697fdd7f234bb
662,663.pgm,fit,1529bda78ed3f8120cb5010ccdff9944573b498b246ee0d2514a256c15f69515
663,664.pgm,holdout,a6262bff299d908042ddeab07b5451d84f99893efee338d99d513e4225dd9952
664,665.pgm,fit,4c8f346859e0787a6c999dbaa57ed7dbdcfa6a0086fc51c812e56a757aee523b
665,666.pgm,calibration,76d9f279dff2260da204c503d0c3c190a75e7d73d419b44558d10fffaea144f4
666,667.pgm,holdout,fdad849321ce0a77e0ed002c31c89e24a85ff8a5bd2207c03a2da0b94c870055
667,668.pgm,holdout,8c28da4e93da7fd8093e3c53cd0d76dda5cf058fbd693dedea6eae9d83b65d4b
668,669.pgm,calibration,67863be71161e8da62b822439789feddfb55b29dfeefd3402d3c183c9b2eb80e
669,670.pgm,calibration,5f106b71ec69519d134f3b0b0a5723e18095c9bc83ef9975094eb96107783500
670,671.pgm,fit,4fb563cff4f5dd2240f027ae7199ff7a271e7bd771fde44bf2f610f1430dc318
671,672.pgm,calibration,6ba9c772e791d5a614abddaa944acdac01979b44bdaa07bd652b868c126c2e37
672,673.pgm,holdout,cadc850f7d1ef42f51e6caaaa2222b54a4d284e48c204fb0bcfc5a3ff131a3de
673,674.pgm,holdout,c01b6724772a3aa7580958e89d3f19be992342e95a3ff7887179d89a140fa30d
674,675.pgm,fit,20b0fd92ec959d948f13e373d14d5f62568d99519dccac7ec5ff8967a4da3b34
675,676.pgm,holdout,bbaf9cb52aad17241e7a9781365fea211b19fcae57076b8b79d68903d0e366df
676,677.pgm,holdout,9df5fa681c18e6b23e99f27e2285d5ce7f78f7f3e471b0bcd2b58faff9a1755a
677,678.pgm,fit,34847fef0e6ec6bd22e74cb9e841fda4bc3581c325ab32ff193eeae8d77c324c
678,679.pgm,holdout,84bc87e314b0348549d0c1d0640f643a312ae3506ada11ae3d0f83c2eba99fd1
679,680.pgm,holdout,8f114ae0cf748c119afc045ff607938a7e1e2ffcfd81dbcd50a23f7845dd2dea
680,681.pgm,fit,0ad6ecae3cf72d583aa7050ad3cef0d05eac81d5b0d8f983eeb31581ccd73624
681,682.pgm,holdout,85c3d6fc1c620dd0e34248fdb5d5cdd135e47a3a2cb40cd4aac17a98040e1e72
682,683.pgm,holdout,9102053dd442a795765ae8e28e01b9da027a56706ee66c9bf3e679e83c983f15
683,684.pgm,fit,19c6f736485fa66a662b33b28ce92eef69ba537869f9a66c0f6004cb9be026a5
684,685.pgm,holdout,e6160a10722d7aeae851b15139325c5e86968c000b4b384a03936d07b4d9ff74
685,686.pgm,fit,2c84bc596827f41fae27eb8e72d8913cae8f66519d3dcf7edcaa6963e6ae4f8d
686,687.pgm,holdout,937ab63db93e7168ca4c6f5a5462e3860930b6a5f9a599185f0e902a879c7e63
687,688.pgm,holdout,e1b7d190ebcf9429c4e0994a14cc0083db8546139da652cab7710c97d25fd36d
688,689.pgm,holdout,cab03ec5daaf978a7d3bc3051191a2f8f163069d84b3b088c63e2c8c2ce5d367
689,690.pgm,holdout,ed536199f8164a8eceacfbeddc4ec5ace2f2e4831c1b6d3b71a6a2499edc84bb
690,691.pgm,fit,2871bd59cda585f20401c71c242276904b4c17682a7490ea2bc077ad598ea353
691,692.pgm,calibration,77f9a7d24f0743f2485a0085dae2c96f55021da940bb0dc2e85c2f20933d0ae0
692,693.pgm,holdout,9249fbeb94688ce1ff4fec440aba50affdf94380aa28bf9b0ca7421743a7d2d0
693,694.pgm,holdout,d1ff3b02596c99a9cd73aa289c81c28cfbcd4c60246a7af5bfca5fa92dc52e5f
694,695.pgm,fit,3d83211ef1ba140b56b796cceead0a4f1e672b4eaae4c9f63b5939f264bf8fb0
695,696.pgm,fit,20a716fb292eda0cb8335f3751f9deaa3ae92b49ab2b996d680ff557c092c570
696,697.pgm,holdout,c9245ff8dce2bc630663a1aacd76aa6761e3d20429dd04ef8592e3f57ae1485e
697,698.pgm,fit,1013adc8ab0c2b61d2d18302c889d3f68d09e54a03b8f54d22ac3c39d10219a8
698,699.pgm,holdout,9e94beef24241de26c6270f4c4e650857893d2da3f9e4eeb27ca46073151ac52
699,700.pgm,holdout,a342876ca0bf004c3bd94521057685ca8f3e18ed8d09c26a258d0f1eca3e3199
700,701.pgm,fit,439aa5e58d86118a2a9b01feb42c5cf0e63be64bc61915c49b19b7ee1a0e8216
701,702.pgm,holdout,edcd598ba96cd7f12acd56e125fbba3fc8920623a12c6ec747bd84f7672817a4
702,703.pgm,fit,502384517ef2875cc018a531fe8b5f928bdd46bbf069b60e88c50a42c2a46b5a
703,704.pgm,fit,0d59bfdb0b4833eb2fd7d8838c2c7f5be6c079758177eb7f22c4180386f4b653
704,705.pgm,fit,0a7934a4c78c97d1a906624055bbd76194d42d17a224f1287b33b8009390a806
705,706.pgm,holdout,bff2f9ee32b28329784c7a88462fc4c43b090d56be0f84a032b8425d4e441bfe
706,707.pgm,fit,2e10bd2387deb0c78101a5f925d2c2a371f11a7d1362ff04cb5e84a3cebba43b
707,708.pgm,fit,300910a3d287c5392569aa9880de6e84b60a342e611e7c686240b65d5d840f7f
708,709.pgm,holdout,9fcbc4af7f3d20b2264c80791aa5fd8baab38dbd7390b638bbc8aaddc8a47393
709,710.pgm,holdout,e26c52a282d108e1892634b6801ff668a39e5283b77253496e8a7576e2a08927
710,711.pgm,holdout,856f0f22a7d73ec32dbf05dff4985c10355d8e9c70a27f1e4f54d285a0a77c69
711,712.pgm,calibration,768730fe45107a30b1748ee7038950d76903d2ae255167acc2f07f2abd6b48ee
712,713.pgm,holdout,d7784b6e04875a1a2d37f49c839c52c7b41a33f67b30ab818a854cff79368f27
713,714.pgm,calibration,7559087d6b42e60b6f397d8a0d3407b681000d133ebf1ac99ef0729959f326e7
714,715.pgm,holdout,aa0f2f3642a9617ad101c7414dbd1769f8b7d19bcd7574efc8cdfe7cdd379748
715,716.pgm,calibration,7e163f937c53c920607d24f09048a47bd178f2ee86910f1f20b8c62ccf915dce
716,717.pgm,holdout,d22e5679aec933c81d7e837079db0c83629068091ebfa3ca714c9f8c0e6e9226
717,718.pgm,fit,475104a261600160811c5dc3242929de88dbd105ffa31d6e9df7aff64e55346a
718,719.pgm,fit,07194b066817293347d0b1ee828db03292512262ef1bf781dc423e688b979cff
719,720.pgm,holdout,8cb849b4bb1b302a27dfabe917f57cc4cd8e10fdca30c4482511770e03e3f633
720,721.pgm,calibration,6b5ba144f8a7cb733fd425cb0822152bd5c88da0549631478196fcd001d6975d
721,722.pgm,holdout,b7340b44f4a1ef75f49f9560a5689b2dc87fb6efb2bcdab68b9f491fe2d58373
722,723.pgm,calibration,67382cc7ec8f7fbdb168f8194c19cece7768b17713f8c830f16c8b587c32cac9
723,724.pgm,calibration,5cdd8ab59623237fcfb39fbfffaf08d699f1273dfe241cddffc7b64e895fcd38
724,725.pgm,holdout,cad299ef3b4aab15181cdaffc68c42627f70c7fd084015be4f6d63fba6ea12da
725,726.pgm,holdout,cd20bb708d6b28f4cbde659f852de4671adf7c41584ac73e6ff851792871c0bd
726,727.pgm,fit,57466393e100d63462a6c846aec7913cd49f85b4cbcceed95727dd1f7443f68f
727,728.pgm,calibration,7f158e10e7d7c38c15d35406ccce4b6974b521ff1613593b59cddff6790664c6
728,729.pgm,holdout,855608da624819470d3bd5105cd61f27e7f85aa9e6c4abede74a7c9580bf1fb8
729,730.pgm,fit,18e7cb1972226b88cfcb87b77dc82db4aacde718699ab4176567acf0752eaa29
730,731.pgm,fit,5355dcbbe1d311cc5c558b607560745bf6ae042e7fd6d2012a6f9b8f0e683ee0
731,732.pgm,holdout,de4fc19b72f5d61cc506e6bada35a96cee5796ffda9acdeae532a5716363cfec
732,733.pgm,calibration,750f99ddcc4c33a0b58fd22373344027fa2deb3f06264b237270abc93916a104
733,734.pgm,holdout,afed5039c7cc33ac489499eb52c0a322e928725279c62946fc8005198827c5da
734,735.pgm,fit,53917aa1047dce43b8fc5fa04197c4e7ad0d852730dcd1751d6abb272940c20f
735,736.pgm,calibration,623596775ca086272d60326badc1dac5c9b4e9c31a42ed285c34c5ebf3f7525b
736,737.pgm,fit,500134f1dd9db83a1d0548dc622317c6b1271f1deb3695dc68f768e842554992
737,738.pgm,holdout,c3dbcaa32086ed048b82fcb099944596664b315e0bd7dd38e91d86689442f2e9
738,739.pgm,holdout,969ba3f47bd1518add39a560faa2ef80d87300c6fcfb2a57ec1c0c4310ed17a4
739,740.pgm,holdout,89ff97e7e515bea658ffcfdaa7b15516c28ab6875af8a8e54600270577f613f1
740,741.pgm,fit,3553091761ab84de2542a997f3e6c9b3e7c396489695814937490c722c2d8a69
741,742.pgm,holdout,def4be5c5392825f65b65eca78c0b729fc4e0e7cc4ecd04ccaf4ed33edcd31ef
742,743.pgm,holdout,85365c27d3bc64e3de40f46d8e148e20deb2834dcb8863200d178c43fac7fd2a
743,744.pgm,calibration,807ceb52e031ad492d4eae34af1bd33185526ae1008db4e62a4b7dae3742ab97
744,745.pgm,holdout,878b22396d446d5c2d5f93465dbac53b6ac4482c366bf8db208aa179c66ce96e
745,746.pgm,holdout,f9bf5ebc5ad6f315c3b6fa3627b02c71c2a4695fe58c4fa94dace5ed124c468e
746,747.pgm,fit,49bf664e46a2d043da7d39ec9feac52453574645d0b206b0619c3fcff497ed6d
747,748.pgm,fit,1c8d9434da61e23ddb8677941d6411c8aa4ee701efd1c5388f295e29ff192c1a
748,749.pgm,holdout,a1b5b484a0929b8fe83823fb8027aaf6789b01acaf8e55b3841fb3e750a1000a
749,750.pgm,holdout,be54ff35604a9d44c5435efd745e5f218f7818d6310cf41745a43eedaa48f5a2
750,751.pgm,holdout,bfc4d5a423fcc8992ad6e3850a182287d03115c6a4498fa611801cedda68e21e
751,752.pgm,fit,0b6fb981a197fc88a5484c494ac91cd4b78aa8a16cab73fe1816f98e44a79349
752,753.pgm,holdout,9f3007843d1b2723f5d4c4e5eb1018e9646206198c705a684be69742e65d0d88
753,754.pgm,holdout,c85d4e397f7c7c550cd7421f323a9ddd6c3dc7e0de353f4ac64118c59f0677f6
754,755.pgm,holdout,ce18043d804a3fe33f32f52317d87c606811390b36e9d91d8f22178f53e193e9
755,756.pgm,holdout,d7e2bd19c3031b0e4b02554d232c10e22470c8d22d1e292f8ec59ca64ea6df2a
756,757.pgm,holdout,8ea5b066a60799978d5a357b58881a9efbee25a520fd37db3c3faf4b553a5bcf
757,758.pgm,holdout,885fecd6191607f2179f631cfe7ba61642c285d028b2f25a780f02159079e1a7
758,759.pgm,holdout,8ed2b67461f14ef8ceb5ffc259d0394f659896530c274577e575578d0a2c1e55
759,760.pgm,fit,27a4929ba0c2c07be6fb60bf967d96d62157234ec168fffffb7a1f99d18b0828
760,761.pgm,holdout,d38dccf4a1226794a1e6fd628ccb210d7a8cef6c857e86168edc535598d9e77b
761,762.pgm,holdout,ceac5d0344c9fe34c3d7b8e134c6f9513203ce1c4cd39d1699d2a31cd28a51c9
762,763.pgm,fit,471958d35a578497c26bcb9651f012fa8f8f2acf29478454bd1155b3d8f8b5db
763,764.pgm,fit,217c994c4a7fe577f89f6d04ad5560dc65d0e5b0f0da980ea65475d992955c52
